controller,carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
chesca_official,0.9504995446967058,0.07287482761303755,0.8354008047414909,0.9362149294684092,0.8709552664738532,0.8996917740456855,0.7999999999999999,0.2267468500529993,0.53659415
chesca_mesh,0.9511385424760572,0.07287482761303755,0.8109007126194068,0.9342437336663925,0.8684481720788195,0.8831511713407105,0.7999999999999999,0.22677661772296895,0.53324854
chesca_reserve_contract_mesh,0.9511967308497034,0.07287482761303755,0.8174236721496209,0.9385675156718001,0.8710512892411038,0.8815293614976987,0.7999999999999999,0.22674238000050115,0.53413635
