controller,carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
chesca_official,0.9297956977195575,0.12722502221126486,0.8473087565959738,0.9535700000879372,0.8779895497698205,0.9921440001703137,0.6812865497076023,0.33938307636850773,0.5595735
chesca_mesh,0.9301104283694869,0.1275100298440111,0.8216000376059017,0.9564259409767311,0.8816017214280358,0.9556672213686829,0.7126528442317915,0.34462270950809537,0.5610025
