controller,carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
chesca_official,0.951417928864675,0.07144832092537468,0.8258656939855449,0.9285769491924586,0.8625756207072004,0.8857989789596742,0.6626984126984127,0.28113206982016814,0.52086216
chesca_commitment_full_mesh,0.95258100606494,0.07144832092537468,0.7868216367229142,0.9272179786130567,0.8595188830850734,0.8956253688386131,0.6626984126984127,0.2798784188390889,0.5182679
chesca_round_robin_commitment_full_mesh,0.95258100606494,0.07144832092537468,0.7868216367229142,0.9272179786130567,0.8595188830850734,0.8956253688386131,0.6626984126984127,0.2798784188390889,0.5182679
