controller,carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
chesca_official,0.9297149350593271,0.12928660574978054,0.8435759330393519,0.9543185801174093,0.8744602310698779,1.0338423818360518,0.6421165526428684,0.3160299461591494,0.55344427
chesca_mesh,0.9300702394082544,0.12936636032984894,0.8176701518464158,0.9590479568020913,0.8794468961601349,1.0012062463378133,0.6377305877305878,0.31489600201847495,0.5490138
chesca_reserve_contract_mesh,0.9303642967100001,0.12944295346710386,0.8275415600596296,0.966250785746166,0.886200560615088,1.0339049720934028,0.6421165526428684,0.31517555688962556,0.5540055
