controller,steps,grid_import_kwh,total_cost,carbon_kg,peak_kwh,ramping_kwh,agent_time_seconds,agreement_steps,changed_trade_steps,changed_trade_step_pct,predicted_grid_delta_mean,message_count,challenge_cost,comfort_cost,emissions_cost,grid_cost,resilience_cost,challenge_cost_change_vs_chesca_pct,comfort_cost_change_vs_chesca_pct,emissions_cost_change_vs_chesca_pct,grid_cost_change_vs_chesca_pct,resilience_cost_change_vs_chesca_pct,grid_import_kwh_change_vs_chesca_pct,total_cost_change_vs_chesca_pct,carbon_kg_change_vs_chesca_pct,peak_kwh_change_vs_chesca_pct,ramping_kwh_change_vs_chesca_pct
chesca_official,2207,6485.68855214119,221.00552178791258,2868.1740433610976,15.642983436584473,2338.079015851021,89.6594444100001,0,0,0.0,0.0,0,0.5208621621131897,0.07144832092537468,0.951417928864675,0.8757043107112195,0.4719152412592904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chesca_mesh,2207,6500.593954741955,220.38169758184813,2869.569230876863,15.5027494430542,2268.444081902504,94.82169458599992,2185,1852,84.75972540045767,-0.17281325005910003,39330,0.5185961127281189,0.07144832092537468,0.9519364883666738,0.868273826464071,0.47161933778193393,-0.43505740095944245,0.0,0.05450386063436347,-0.8485152072751158,-0.06270267443934745,0.22981989469482542,-0.28226634385321225,0.04864375364510532,-0.8964657803210746,-2.9782968615015313
