controller,Private Cost,Public Cost,Private Cost Change vs CHESCA (%),Public Cost Change vs CHESCA (%)
chesca_commitment_full_mesh,0.5633057157198588,0.5025519331296285,-0.7790870582945617,-1.1517551328081803
chesca_mesh,0.566371480623881,0.5029614369074503,-0.23908189919015452,-1.071208771256872
chesca_official,0.5677288174629211,0.5084075431029002,0.0,0.0
