controller,carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
chesca_official,0.9521155781596269,0.06723547351716723,0.8300751829920466,0.9287815247054696,0.8713856032911761,0.9822161465556197,0.30982905982905984,0.2331691888668229,0.4677663
chesca_mesh,0.952528191895157,0.06702503580672951,0.8095187517082613,0.9309580651098974,0.8714564390651682,0.9752205255286003,0.25854700854700857,0.22573827023447912,0.45703965
