controller,steps,grid_import_kwh,total_cost,carbon_kg,peak_kwh,ramping_kwh,agent_time_seconds,agreement_steps,changed_trade_steps,changed_trade_step_pct,predicted_grid_delta_mean,message_count,challenge_cost,comfort_cost,emissions_cost,grid_cost,resilience_cost,challenge_cost_change_vs_chesca_pct,comfort_cost_change_vs_chesca_pct,emissions_cost_change_vs_chesca_pct,grid_cost_change_vs_chesca_pct,resilience_cost_change_vs_chesca_pct,grid_import_kwh_change_vs_chesca_pct,total_cost_change_vs_chesca_pct,carbon_kg_change_vs_chesca_pct,peak_kwh_change_vs_chesca_pct,ramping_kwh_change_vs_chesca_pct
chesca_official,2207,6495.577850759029,220.8098488493124,2871.7045238651335,17.345685958862305,2347.9180196523666,88.48190820599984,0,0,0.0,0.0,0,0.46776631474494934,0.06723547351716723,0.9521155781596269,0.9031146143860781,0.2714991243479414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chesca_mesh,2207,6509.149855315685,219.99704836448655,2872.447364400141,17.222145080566406,2289.287887573242,95.11860130600007,2193,1875,85.49931600547195,-0.1709871818262144,39474,0.45703965425491333,0.06702503580672951,0.952528191895157,0.8967884453529817,0.24214263939074385,-2.2931665132588153,-0.3129861357843868,0.043336517645021264,-0.7004835191817567,-10.81273651533975,0.20894221989918804,-0.36809974240801985,0.025867582435243047,-0.712228265799881,-2.497111551101143
