controller,steps,grid_import_kwh,total_cost,carbon_kg,peak_kwh,ramping_kwh,agent_time_seconds,agreement_steps,changed_trade_steps,changed_trade_step_pct,predicted_grid_delta_mean,message_count,challenge_cost,comfort_cost,emissions_cost,grid_cost,resilience_cost,challenge_cost_change_vs_chesca_pct,comfort_cost_change_vs_chesca_pct,emissions_cost_change_vs_chesca_pct,grid_cost_change_vs_chesca_pct,resilience_cost_change_vs_chesca_pct,grid_import_kwh_change_vs_chesca_pct,total_cost_change_vs_chesca_pct,carbon_kg_change_vs_chesca_pct,peak_kwh_change_vs_chesca_pct,ramping_kwh_change_vs_chesca_pct
chesca_official,2207,15146.473406285048,513.1013546286849,6721.283707939088,30.452171325683594,4226.040989160538,171.83708203600008,0,0,0.0,0.0,0,0.5901687145233154,0.13031451527209315,0.9255833139116746,0.9577677056679241,0.5706189049930452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chesca_mesh,2207,15162.90113800764,511.47574605606496,6723.459507017396,29.626964569091797,4076.3092304468155,181.896665535,2163,1774,82.01571890892279,-0.31892490627091136,194670,0.5890981554985046,0.13071008883532165,0.9258273593729746,0.9435534722408733,0.5807879169576269,-0.18139880994462595,0.30355295601764315,0.02636666603988252,-1.484100303542621,1.7821021833662491,0.108459119703578,-0.31682016778076294,0.03237177855977158,-2.709845376102331,-3.5430739810089964
